DRUG_NAME	nGENE	BLADDER_CPS	BLADDER_CGPS	COLON_CPS	COLON_CGPS	NSCLC_CPS	NSCLC_CGPS	OVARIAN_CPS	OVARIAN_CGPS
dacomitinib	6.0	0.0	0.0	3.4482758620689653	16.666666666666664	0.0	0.0	0.0	0.0
dactinomycin	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
danazol	23.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
dantrolene	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
dapagliflozin	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
dapiprazole	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
dapoxetine	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
daprodustat	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
dapsone	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
daptomycin	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
daratumumab	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
darbepoetin alfa	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
darifenacin	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
darolutamide	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
darunavir	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
dasabuvir	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
dasatinib	132.0	50.0	0.7575757575757576	10.344827586206897	2.272727272727273	17.647058823529413	2.272727272727273	0.0	0.0
dasiglucagon	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
daunorubicin	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
daunorubicinol	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
deanol	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
debrisoquine	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
decamethonium	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
decitabine	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
deferiprone	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
deferoxamine	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
degarelix	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
delapril	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
delavirdine	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
delgocitinib	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
delorazepam	16.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
demecarium	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
demeclocycline	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
demoxytocin	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
denileukin diftitox	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
denopamine	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
denosumab	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
deoxycholic acid	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
deptropine	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
dequalinium	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
desalkylflurazepam	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
deserpidine	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
desflurane	23.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
desipramine	48.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
desirudin	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
deslanoside	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
desloratadine	19.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
desmopressin	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
desogestrel	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
desomorphine	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
desonide	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
desoximetasone	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
desoxycorticosterone acetate	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
desoxycorticosterone pivalate	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
desoxycortone	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
desvenlafaxine	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
deutetrabenazine	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
dexamethasone	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
dexamethasone acetate	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
dexamethasone palmitate	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
dexamethasone phosphate	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
dexamethasone valerate	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
dexamfetamine	28.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
dexbrompheniramine	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
dexchlorpheniramine	18.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
dexetimide	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
dexfenfluramine	21.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
dexfosfoserine	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
dexibuprofen	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
dexketoprofen	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
dexlansoprazole	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
dexloxiglumide	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
dexmedetomidine	13.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
dexmethylphenidate	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
dexniguldipine	19.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
dexrabeprazole	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
dextromethorphan	18.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
dextropropoxyphene	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
dextrothyroxine	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
dezocine	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
diacerein	4.0	0.0	0.0	0.0	0.0	0.0	0.0	16.666666666666664	25.0
diamorphine	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
diazepam	37.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
diazoxide	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
dibekacin	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
dibrompropamidine	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
dibutylphthalate	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
dichloroacetic acid	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
dichlorophen	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
dichlorphenamide	22.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
diclofenac	18.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
dicloxacillin	13.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
dicoumarol	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
dicycloverine	20.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
didanosine	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
dienestrol	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
dienogest	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
diethazine	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
diethylcarbamazine	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
diethylpropion	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
diethylstilbestrol	44.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
difenoxin	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
diflorasone diacetate	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
diflunisal	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
difluprednate	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
digitoxin	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
digoxin	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
dihydrocodeine	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
dihydroergocristine	26.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
dihydroergocryptine	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
dihydroergotamine	35.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
dihydrotachysterol	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
diiodohydroxyquinoline	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
dilazep	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
dilevalol	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
diltiazem	20.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
dimemorfan	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
dimenhydrinate	16.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
dimetacrine	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
dimethyl fumarate	2.0	0.0	0.0	0.0	0.0	5.88235294117647	50.0	0.0	0.0
dimethyltubocurarinium	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
dimetindene	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
dinoprost	14.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
dinoprostone	21.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
diosmetin	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
diosmin	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
dioxadrol	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
dioxyline	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
diperodon	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
diphemanil	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
diphenhydramine	19.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
diphenidol	14.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
diphenoxylate	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
diphenylpyraline	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
dipivefrine	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
diprafenone	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
diprophylline	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
dipyridamole	27.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
diquafosol	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
disopyramide	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
distigmine	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
disufenton	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
disulfiram	38.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
dithranol	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ditiocarb	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
dobutamine	31.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
docetaxel	16.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
doconexent	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
docosanoic acid	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
docosanol	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
dodecanoic acid	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
dofetilide	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
dolasetron	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
dolutegravir	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
domitroban	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
domperidone	31.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
donepezil	14.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
dopamine	42.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
dopexamine	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
doravirine	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
doripenem	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
dorzolamide	22.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
dostarlimab	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
dosulepin	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
dotinurad	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
doxacurium	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
doxapram	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
doxazosin	17.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
doxepin	43.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
doxercalciferol	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
doxifluridine	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
doxorubicin	27.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
doxycycline	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
doxylamine	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
dronabinol	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
dronedarone	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
droperidol	24.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
drospirenone	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
drostanolone propionate	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
drotaverine	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
droxidopa	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
dulaglutide	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
duloxetine	18.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
dupilumab	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
durvalumab	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
dutasteride	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
duvelisib	4.0	0.0	0.0	3.4482758620689653	25.0	0.0	0.0	0.0	0.0
dyclonine	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
dydrogesterone	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ebastine	36.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ebrotidine	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
eburnamonine	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ecallantide	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
echothiophate	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
econazole	66.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
eculizumab	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
edaravone	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
edatrexate	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
edetic acid	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
edoxaban	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
edoxudine	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
edrophonium	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
efalizumab	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
efavirenz	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
efinaconazole	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
eflornithine	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
efonidipine	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
eicosapentaenoic acid	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
elagolix	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
elbasvir	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
eldecalcitol	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
eledoisin	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
eletriptan	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
elexacaftor	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
eliglustat	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
elliptinium	3.0	50.0	33.33333333333333	0.0	0.0	0.0	0.0	0.0	0.0
elobixibat	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
elotuzumab	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
eltanolone	19.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
eltrombopag	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
eluxadoline	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
elvitegravir	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
emapalumab	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
emedastine	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
emetine	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
emicizumab	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
empagliflozin	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
emtricitabine	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
enalapril	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
enalaprilat	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
enarodustat	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
enasidenib	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
encainide	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
encorafenib	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
endralazine	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
enflurane	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
enfortumab vedotin	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
enfuvirtide	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
enilconazole	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
enoxacin	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
enoxaparin sodium	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
enoximone	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
enoxolone	15.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
enprofylline	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
enprostil	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
entacapone	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
entecavir	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
entrectinib	17.0	0.0	0.0	3.4482758620689653	5.88235294117647	0.0	0.0	0.0	0.0
enzalutamide	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
eosin	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
epalrestat	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
eperisone	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ephedrine	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
epinastine	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
epinephrine	23.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
epirubicin	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
eplerenone	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
epoetin alfa	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
epoetin beta	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
epoetin theta	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
epoetin zeta	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
epoprostenol	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
eprosartan	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
eptifibatide	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
eptinezumab	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
erdafitinib	6.0	50.0	16.666666666666664	0.0	0.0	5.88235294117647	16.666666666666664	0.0	0.0
erenumab	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ergocalciferol	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ergometrine	16.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ergotamine	41.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
eribulin	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
eritoran	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
erlotinib	102.0	0.0	0.0	6.896551724137931	1.9607843137254901	5.88235294117647	0.9803921568627451	0.0	0.0
ertapenem	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ertugliflozin	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
erythromycin	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
erythromycin propionate	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
esatenolol	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
escitalopram	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
eseridine	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
esflurbiprofen	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
esketamine	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
eslicarbazepine acetate	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
esmolol	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
esomeprazole	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
estazolam	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
estetrol	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
estradiol	20.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
estradiol acetate	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
estradiol benzoate	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
estradiol cypionate	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
estradiol mustard	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
estradiol valerate	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
estramustine phosphate	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
estriol	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
estriol succinate	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
estrone	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
estrone sulphate	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
eszopiclone	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
etanercept	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
etelcalcetide	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
eteplirsen	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
etesevimab	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ethacridine	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ethacrynic acid	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ethambutol	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ethanol	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ethchlorvynol	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ethinylestradiol	21.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ethionamide	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ethisterone	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ethosuximide	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ethotoin	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ethoxzolamide	22.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ethyl biscoumacetate	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ethyl hydroxybenzoate	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ethylestrenol	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
etidocaine	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
etidronic acid	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
etilamfetamine	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
etilefrine	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
etilefrine pivalate	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
